N         Time(s)           OB_avg          OB_max       OB_min
4740      0.00031331        30056.00        30056        30056           
4750      0.00031456        30145.00        30145        30145           
4760      0.00031521        30228.00        30228        30228           
4770      0.00031599        30307.00        30307        30307           
4780      0.00031690        30388.00        30388        30388           
4790      0.00031789        30463.00        30463        30463           
4800      0.00031780        30528.00        30528        30528           
4810      0.00031923        30613.00        30613        30613           
4820      0.00032033        30688.00        30688        30688           
4830      0.00032046        30757.00        30757        30757           
4840      0.00032172        30828.00        30828        30828           
4850      0.00032542        30895.00        30895        30895           
4860      0.00032254        30956.00        30956        30956           
4870      0.00032345        31035.00        31035        31035           
4880      0.00032427        31120.00        31120        31120           
4890      0.00032599        31205.00        31205        31205           
4900      0.00032530        31284.00        31284        31284           
4910      0.00032666        31363.00        31363        31363           
4920      0.00032772        31436.00        31436        31436           
4930      0.00032879        31507.00        31507        31507           
4940      0.00032922        31588.00        31588        31588           
4950      0.00033149        31663.00        31663        31663           
4960      0.00032935        31728.00        31728        31728           
4970      0.00033060        31803.00        31803        31803           
4980      0.00033037        31868.00        31868        31868           
4990      0.00033170        31927.00        31927        31927           
5000      0.00033122        32004.00        32004        32004           
